setCode,name,rarity,manaCost,colorIdentity,types,subtypes,power,toughness,quantity,nm,lp,p,foil,text
SOI,Expose Evil,common,{1}{W},W,Instant,0,0,0,0,0,0,0,0,"Tap up to two target creatures.\nInvestigate. (Create a Clue token. It's an artifact with ""{2}, Sacrifice this artifact: Draw a card."")"
SOI,Gryff's Boon,uncommon,{W},W,Enchantment,Aura,0,0,0,0,0,0,0,Enchant creature\nEnchanted creature gets +1/+0 and has flying.\n{3}{W}: Return Gryff's Boon from your graveyard to the battlefield attached to target creature. Activate only as a sorcery.
SOI,Hanweir Militia Captain // Westvale Cult Leader,rare,{1}{W},W,Creature,"Human, Soldier",2,2,0,0,0,0,0,"At the beginning of your upkeep, if you control four or more creatures, transform Hanweir Militia Captain."
SOI,Hanweir Militia Captain // Westvale Cult Leader,rare,0,W,Creature,"Human, Cleric",*,*,0,0,0,0,0,"Westvale Cult Leader's power and toughness are each equal to the number of creatures you control.\nAt the beginning of your end step, create a 1/1 white and black Human Cleric creature token."
SOI,Hope Against Hope,uncommon,{2}{W},W,Enchantment,Aura,0,0,0,0,0,0,0,"Enchant creature\nEnchanted creature gets +1/+1 for each creature you control.\nAs long as enchanted creature is a Human, it has first strike."
SOI,Humble the Brute,uncommon,{4}{W},W,Instant,0,0,0,0,0,0,0,0,"Destroy target creature with power 4 or greater.\nInvestigate. (Create a Clue token. It's an artifact with ""{2}, Sacrifice this artifact: Draw a card."")"
SOI,Inquisitor's Ox,common,{3}{W},W,Creature,Ox,2,5,0,0,0,0,0,Delirium — Inquisitor's Ox gets +1/+0 and has vigilance as long as there are four or more card types among cards in your graveyard.
SOI,Inspiring Captain,common,{3}{W},W,Creature,"Human, Knight",3,3,0,0,0,0,0,"When Inspiring Captain enters the battlefield, creatures you control get +1/+1 until end of turn."
SOI,Militant Inquisitor,common,{2}{W},W,Creature,"Human, Cleric",2,3,0,0,0,0,0,Militant Inquisitor gets +1/+0 for each Equipment you control.
SOI,Moorland Drifter,common,{1}{W},W,Creature,Spirit,2,2,0,0,0,0,0,Delirium — Moorland Drifter has flying as long as there are four or more card types among cards in your graveyard.
SOI,Nahiri's Machinations,uncommon,{1}{W},"R, W",Enchantment,0,0,0,0,0,0,0,0,"At the beginning of combat on your turn, target creature you control gains indestructible until end of turn.\n{1}{R}: Nahiri's Machinations deals 1 damage to target blocking creature."
SOI,Nearheath Chaplain,uncommon,{3}{W},W,Creature,"Human, Cleric",3,1,0,0,0,0,0,"Lifelink\n{2}{W}, Exile Nearheath Chaplain from your graveyard: Create two 1/1 white Spirit creature tokens with flying. Activate only as a sorcery."
SOI,Not Forgotten,uncommon,{1}{W},W,Sorcery,0,0,0,0,0,0,0,0,Put target card from a graveyard on the top or bottom of its owner's library. Create a 1/1 white Spirit creature token with flying.
SOI,"Odric, Lunarch Marshal",rare,{3}{W},W,Creature,"Human, Soldier",3,3,0,0,0,0,0,"At the beginning of each combat, creatures you control gain first strike until end of turn if a creature you control has first strike. The same is true for flying, deathtouch, double strike, haste, hexproof, indestructible, lifelink, menace, reach, skulk, trample, and vigilance."
SOI,Open the Armory,uncommon,{1}{W},W,Sorcery,0,0,0,0,0,0,0,0,"Search your library for an Aura or Equipment card, reveal it, put it into your hand, then shuffle."
SOI,Paranoid Parish-Blade,uncommon,{2}{W},W,Creature,"Human, Soldier",3,2,0,0,0,0,0,Delirium — Paranoid Parish-Blade gets +1/+0 and has first strike as long as there are four or more card types among cards in your graveyard.
SOI,Pious Evangel // Wayward Disciple,uncommon,{2}{W},"B, W",Creature,"Human, Cleric",2,2,0,0,0,0,0,"Whenever Pious Evangel or another creature enters the battlefield under your control, you gain 1 life.\n{2}, {T}, Sacrifice another permanent: Transform Pious Evangel."
SOI,Pious Evangel // Wayward Disciple,uncommon,0,"B, W",Creature,"Human, Cleric",2,4,0,0,0,0,0,"Whenever Wayward Disciple or another creature you control dies, target opponent loses 1 life and you gain 1 life."
SOI,Puncturing Light,common,{1}{W},W,Instant,0,0,0,0,0,0,0,0,Destroy target attacking or blocking creature with power 3 or less.
SOI,Reaper of Flight Moonsilver,uncommon,{3}{W}{W},W,Creature,Angel,3,3,0,0,0,0,0,Flying\nDelirium — Sacrifice another creature: Reaper of Flight Moonsilver gets +2/+1 until end of turn. Activate only if there are four or more card types among cards in your graveyard.
SOI,Silverstrike,uncommon,{3}{W},W,Instant,0,0,0,0,0,0,0,0,Destroy target attacking creature. You gain 3 life.
SOI,Spectral Shepherd,uncommon,{2}{W},"U, W",Creature,Spirit,2,2,0,0,0,0,0,Flying\n{1}{U}: Return target Spirit you control to its owner's hand.
SOI,Stern Constable,common,{W},W,Creature,"Human, Soldier",1,1,0,0,0,0,0,"{T}, Discard a card: Tap target creature."
SOI,Strength of Arms,common,{W},W,Instant,0,0,0,0,0,0,0,0,"Target creature gets +2/+2 until end of turn. If you control an Equipment, create a 1/1 white Human Soldier creature token."
SOI,Survive the Night,common,{2}{W},W,Instant,0,0,0,0,0,0,0,0,"Target creature gets +1/+0 and gains indestructible until end of turn. (Damage and effects that say ""destroy"" don't destroy it.)\nInvestigate. (Create a Clue token. It's an artifact with ""{2}, Sacrifice this artifact: Draw a card."")"
SOI,Tenacity,uncommon,{3}{W},W,Instant,0,0,0,0,0,0,0,0,Creatures you control get +1/+1 and gain lifelink until end of turn. Untap those creatures.
SOI,Thalia's Lieutenant,rare,{1}{W},W,Creature,"Human, Soldier",1,1,0,0,0,0,0,"When Thalia's Lieutenant enters the battlefield, put a +1/+1 counter on each other Human you control.\nWhenever another Human enters the battlefield under your control, put a +1/+1 counter on Thalia's Lieutenant."
SOI,Thraben Inspector,common,{W},W,Creature,"Human, Soldier",1,2,0,0,0,0,0,"When Thraben Inspector enters the battlefield, investigate. (Create a Clue token. It's an artifact with ""{2}, Sacrifice this artifact: Draw a card."")"
SOI,Topplegeist,uncommon,{W},W,Creature,Spirit,1,1,0,0,0,0,0,"Flying\nWhen Topplegeist enters the battlefield, tap target creature an opponent controls.\nDelirium — At the beginning of each opponent's upkeep, if there are four or more card types among cards in your graveyard, tap target creature that player controls."
SOI,Town Gossipmonger // Incited Rabble,uncommon,{W},"R, W",Creature,Human,1,1,0,0,0,0,0,"{T}, Tap an untapped creature you control: Transform Town Gossipmonger."
SOI,Town Gossipmonger // Incited Rabble,uncommon,0,"R, W",Creature,Human,2,3,0,0,0,0,0,Incited Rabble attacks each combat if able.\n{2}: Incited Rabble gets +1/+0 until end of turn.
SOI,Unruly Mob,common,{1}{W},W,Creature,Human,1,1,0,0,0,0,0,"Whenever another creature you control dies, put a +1/+1 counter on Unruly Mob."
SOI,Vessel of Ephemera,common,{1}{W},W,Enchantment,0,0,0,0,0,0,0,0,"{2}{W}, Sacrifice Vessel of Ephemera: Create two 1/1 white Spirit creature tokens with flying."
SOI,Aberrant Researcher // Perfected Form,uncommon,{3}{U},U,Creature,"Human, Insect",3,2,0,0,0,0,0,"Flying\nAt the beginning of your upkeep, mill a card. If an instant or sorcery card was milled this way, transform Aberrant Researcher."
SOI,Aberrant Researcher // Perfected Form,uncommon,0,U,Creature,"Insect, Horror",5,4,0,0,0,0,0,Flying
SOI,Broken Concentration,uncommon,{1}{U}{U},U,Instant,0,0,0,0,0,0,0,0,"Counter target spell.\nMadness {3}{U} (If you discard this card, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.)"
SOI,Catalog,common,{2}{U},U,Instant,0,0,0,0,0,0,0,0,"Draw two cards, then discard a card."
SOI,Compelling Deterrence,uncommon,{1}{U},U,Instant,0,0,0,0,0,0,0,0,Return target nonland permanent to its owner's hand. Then that player discards a card if you control a Zombie.
SOI,Confirm Suspicions,rare,{3}{U}{U},U,Instant,0,0,0,0,0,0,0,0,"Counter target spell.\nInvestigate three times. (To investigate, create a Clue token. It's an artifact with ""{2}, Sacrifice this artifact: Draw a card."")"
SOI,Daring Sleuth // Bearer of Overwhelming Truths,uncommon,{1}{U},U,Creature,"Human, Rogue",2,1,0,0,0,0,0,"When you sacrifice a Clue, transform Daring Sleuth."
SOI,Daring Sleuth // Bearer of Overwhelming Truths,uncommon,0,U,Creature,"Human, Wizard",3,2,0,0,0,0,0,"Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)\nWhenever Bearer of Overwhelming Truths deals combat damage to a player, investigate. (Create a Clue token. It's an artifact with ""{2}, Sacrifice this artifact: Draw a card."")"
SOI,Deny Existence,common,{2}{U},U,Instant,0,0,0,0,0,0,0,0,"Counter target creature spell. If that spell is countered this way, exile it instead of putting it into its owner's graveyard."
SOI,Drownyard Explorers,common,{3}{U},U,Creature,"Human, Wizard",2,4,0,0,0,0,0,"When Drownyard Explorers enters the battlefield, investigate. (Create a Clue token. It's an artifact with ""{2}, Sacrifice this artifact: Draw a card."")"
SOI,Drunau Corpse Trawler,uncommon,{3}{U},"B, U",Creature,Zombie,1,1,0,0,0,0,0,"When Drunau Corpse Trawler enters the battlefield, create a 2/2 black Zombie creature token.\n{2}{B}: Target Zombie gains deathtouch until end of turn."
SOI,Engulf the Shore,rare,{3}{U},U,Instant,0,0,0,0,0,0,0,0,Return to their owners' hands all creatures with toughness less than or equal to the number of Islands you control.
SOI,Epiphany at the Drownyard,rare,{X}{U},U,Instant,0,0,0,0,0,0,0,0,Reveal the top X plus one cards of your library and separate them into two piles. An opponent chooses one of those piles. Put that pile into your hand and the other into your graveyard.
SOI,Erdwal Illuminator,uncommon,{1}{U},U,Creature,Spirit,1,3,0,0,0,0,0,"Flying\nWhenever you investigate for the first time each turn, investigate an additional time."
SOI,Essence Flux,uncommon,{U},U,Instant,0,0,0,0,0,0,0,0,"Exile target creature you control, then return that card to the battlefield under its owner's control. If it's a Spirit, put a +1/+1 counter on it."
SOI,Fleeting Memories,uncommon,{2}{U},U,Enchantment,0,0,0,0,0,0,0,0,"When Fleeting Memories enters the battlefield, investigate. (Create a Clue token. It's an artifact with ""{2}, Sacrifice this artifact: Draw a card."")\nWhenever you sacrifice a Clue, target player mills three cards."
SOI,Forgotten Creation,rare,{3}{U},U,Creature,"Zombie, Horror",3,3,0,0,0,0,0,"Skulk (This creature can't be blocked by creatures with greater power.)\nAt the beginning of your upkeep, you may discard all the cards in your hand. If you do, draw that many cards."
SOI,Furtive Homunculus,common,{1}{U},U,Creature,Homunculus,2,1,0,0,0,0,0,Skulk (This creature can't be blocked by creatures with greater power.)
SOI,Geralf's Masterpiece,mythic,{3}{U}{U},U,Creature,"Zombie, Horror",7,7,0,0,0,0,0,"Flying\nGeralf's Masterpiece gets -1/-1 for each card in your hand.\n{3}{U}, Discard three cards: Return Geralf's Masterpiece from your graveyard to the battlefield tapped."
SOI,Ghostly Wings,common,{1}{U},U,Enchantment,Aura,0,0,0,0,0,0,0,Enchant creature\nEnchanted creature gets +1/+1 and has flying.\nDiscard a card: Return enchanted creature to its owner's hand.
SOI,Gone Missing,common,{4}{U},U,Sorcery,0,0,0,0,0,0,0,0,"Put target permanent on top of its owner's library.\nInvestigate. (Create a Clue token. It's an artifact with ""{2}, Sacrifice this artifact: Draw a card."")"
SOI,Invasive Surgery,uncommon,{U},U,Instant,0,0,0,0,0,0,0,0,"Counter target sorcery spell.\nDelirium — If there are four or more card types among cards in your graveyard, search the graveyard, hand, and library of that spell's controller for any number of cards with the same name as that spell, exile those cards, then that player shuffles."
SOI,"Jace, Unraveler of Secrets",mythic,{3}{U}{U},U,Planeswalker,Jace,0,0,0,0,0,0,0,"[+1]: Scry 1, then draw a card.\n[−2]: Return target creature to its owner's hand.\n[−8]: You get an emblem with ""Whenever an opponent casts their first spell each turn, counter that spell."""
SOI,Jace's Scrutiny,common,{1}{U},U,Instant,0,0,0,0,0,0,0,0,"Target creature gets -4/-0 until end of turn.\nInvestigate. (Create a Clue token. It's an artifact with ""{2}, Sacrifice this artifact: Draw a card."")"
SOI,Just the Wind,common,{1}{U},U,Instant,0,0,0,0,0,0,0,0,"Return target creature to its owner's hand.\nMadness {U} (If you discard this card, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.)"
SOI,Lamplighter of Selhoff,common,{4}{U},U,Creature,"Zombie, Horror",3,5,0,0,0,0,0,"When Lamplighter of Selhoff enters the battlefield, if you control another Zombie, you may draw a card. If you do, discard a card."
SOI,Manic Scribe,uncommon,{1}{U},U,Creature,"Human, Wizard",0,3,0,0,0,0,0,"When Manic Scribe enters the battlefield, each opponent mills three cards.\nDelirium — At the beginning of each opponent's upkeep, if there are four or more card types among cards in your graveyard, that player mills three cards."
SOI,Nagging Thoughts,common,{1}{U},U,Sorcery,0,0,0,0,0,0,0,0,"Look at the top two cards of your library. Put one of them into your hand and the other into your graveyard.\nMadness {1}{U} (If you discard this card, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.)"
SOI,Nephalia Moondrakes,rare,{5}{U}{U},U,Creature,Drake,5,5,0,0,0,0,0,"Flying\nWhen Nephalia Moondrakes enters the battlefield, target creature gains flying until end of turn.\n{4}{U}{U}, Exile Nephalia Moondrakes from your graveyard: Creatures you control gain flying until end of turn."
SOI,Niblis of Dusk,common,{2}{U},U,Creature,Spirit,2,1,0,0,0,0,0,"Flying\nProwess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)"
SOI,Ongoing Investigation,uncommon,{1}{U},"G, U",Enchantment,0,0,0,0,0,0,0,0,"Whenever one or more creatures you control deal combat damage to a player, investigate. (Create a Clue token. It's an artifact with ""{2}, Sacrifice this artifact: Draw a card."")\n{1}{G}, Exile a creature card from your graveyard: Investigate. You gain 2 life."
SOI,Pieces of the Puzzle,common,{2}{U},U,Sorcery,0,0,0,0,0,0,0,0,Reveal the top five cards of your library. Put up to two instant and/or sorcery cards from among them into your hand and the rest into your graveyard.
SOI,Pore Over the Pages,uncommon,{3}{U}{U},U,Sorcery,0,0,0,0,0,0,0,0,"Draw three cards, untap up to two lands, then discard a card."
SOI,Press for Answers,common,{1}{U},U,Sorcery,0,0,0,0,0,0,0,0,"Tap target creature. It doesn't untap during its controller's next untap step.\nInvestigate. (Create a Clue token. It's an artifact with ""{2}, Sacrifice this artifact: Draw a card."")"
SOI,Rattlechains,rare,{1}{U},U,Creature,Spirit,2,1,0,0,0,0,0,"Flash\nFlying\nWhen Rattlechains enters the battlefield, target Spirit gains hexproof until end of turn.\nYou may cast Spirit spells as though they had flash."
SOI,Reckless Scholar,uncommon,{2}{U},U,Creature,"Human, Wizard",2,1,0,0,0,0,0,"{T}: Target player draws a card, then discards a card."
SOI,Rise from the Tides,uncommon,{5}{U},U,Sorcery,0,0,0,0,0,0,0,0,Create a tapped 2/2 black Zombie creature token for each instant and sorcery card in your graveyard.
SOI,Seagraf Skaab,common,{1}{U},U,Creature,Zombie,1,3,0,0,0,0,0,0
SOI,Silburlind Snapper,common,{5}{U},U,Creature,Turtle,6,6,0,0,0,0,0,Silburlind Snapper can't attack unless you've cast a noncreature spell this turn.
SOI,Silent Observer,common,{3}{U},U,Creature,Spirit,1,5,0,0,0,0,0,Flying
SOI,Sleep Paralysis,common,{3}{U},U,Enchantment,Aura,0,0,0,0,0,0,0,"Enchant creature\nWhen Sleep Paralysis enters the battlefield, tap enchanted creature.\nEnchanted creature doesn't untap during its controller's untap step."
SOI,Startled Awake // Persistent Nightmare,mythic,{2}{U}{U},U,Sorcery,0,0,0,0,0,0,0,0,Target opponent mills thirteen cards.\n{3}{U}{U}: Put Startled Awake from your graveyard onto the battlefield transformed. Activate only as a sorcery.
SOI,Startled Awake // Persistent Nightmare,mythic,0,U,Creature,Nightmare,1,1,0,0,0,0,0,"Skulk (This creature can't be blocked by creatures with greater power.)\nWhen Persistent Nightmare deals combat damage to a player, return it to its owner's hand."
SOI,Stitched Mangler,common,{2}{U},U,Creature,"Zombie, Horror",2,3,0,0,0,0,0,"Stitched Mangler enters the battlefield tapped.\nWhen Stitched Mangler enters the battlefield, tap target creature an opponent controls. That creature doesn't untap during its controller's next untap step."
SOI,Stitchwing Skaab,uncommon,{3}{U},U,Creature,"Zombie, Horror",3,1,0,0,0,0,0,"Flying\n{1}{U}, Discard two cards: Return Stitchwing Skaab from your graveyard to the battlefield tapped."
SOI,Stormrider Spirit,common,{4}{U},U,Creature,Spirit,3,3,0,0,0,0,0,Flash\nFlying
SOI,Thing in the Ice // Awoken Horror,rare,{1}{U},U,Creature,Horror,0,4,0,0,0,0,0,"Defender\nThing in the Ice enters the battlefield with four ice counters on it.\nWhenever you cast an instant or sorcery spell, remove an ice counter from Thing in the Ice. Then if it has no ice counters on it, transform it."
SOI,Thing in the Ice // Awoken Horror,rare,0,U,Creature,"Kraken, Horror",7,8,0,0,0,0,0,"When this creature transforms into Awoken Horror, return all non-Horror creatures to their owners' hands."
SOI,Trail of Evidence,uncommon,{2}{U},U,Enchantment,0,0,0,0,0,0,0,0,"Whenever you cast an instant or sorcery spell, investigate. (Create a Clue token. It's an artifact with ""{2}, Sacrifice this artifact: Draw a card."")"
SOI,Uninvited Geist // Unimpeded Trespasser,uncommon,{2}{U},U,Creature,Spirit,2,2,0,0,0,0,0,"Skulk (This creature can't be blocked by creatures with greater power.)\nWhen Uninvited Geist deals combat damage to a player, transform it."
SOI,Uninvited Geist // Unimpeded Trespasser,uncommon,0,U,Creature,Spirit,3,3,0,0,0,0,0,Unimpeded Trespasser can't be blocked.
SOI,Vessel of Paramnesia,common,{1}{U},U,Enchantment,0,0,0,0,0,0,0,0,"{U}, Sacrifice Vessel of Paramnesia: Target player mills three cards. Draw a card."
SOI,Welcome to the Fold,rare,{2}{U}{U},U,Sorcery,0,0,0,0,0,0,0,0,"Madness {X}{U}{U} (If you discard this card, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.)\nGain control of target creature if its toughness is 2 or less. If this spell's madness cost was paid, instead gain control of that creature if its toughness is X or less."
SOI,Accursed Witch // Infectious Curse,uncommon,{3}{B},B,Creature,"Human, Shaman",4,2,0,0,0,0,0,"Spells your opponents cast that target Accursed Witch cost {1} less to cast.\nWhen Accursed Witch dies, return it to the battlefield transformed under your control attached to target opponent."
SOI,Accursed Witch // Infectious Curse,uncommon,0,B,Enchantment,"Aura, Curse",0,0,0,0,0,0,0,"Enchant player\nSpells you cast that target enchanted player cost {1} less to cast.\nAt the beginning of enchanted player's upkeep, that player loses 1 life and you gain 1 life."
SOI,Alms of the Vein,common,{2}{B},B,Sorcery,0,0,0,0,0,0,0,0,"Target opponent loses 3 life and you gain 3 life.\nMadness {B} (If you discard this card, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.)"
SOI,Asylum Visitor,rare,{1}{B},B,Creature,"Vampire, Wizard",3,1,0,0,0,0,0,"At the beginning of each player's upkeep, if that player has no cards in hand, you draw a card and you lose 1 life.\nMadness {1}{B} (If you discard this card, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.)"
SOI,Behind the Scenes,uncommon,{2}{B},"B, W",Enchantment,0,0,0,0,0,0,0,0,Creatures you control have skulk. (They can't be blocked by creatures with greater power.)\n{4}{W}: Creatures you control get +1/+1 until end of turn.
SOI,Behold the Beyond,mythic,{5}{B}{B},B,Sorcery,0,0,0,0,0,0,0,0,"Discard your hand. Search your library for three cards, put them into your hand, then shuffle."
SOI,Biting Rain,uncommon,{2}{B}{B},B,Sorcery,0,0,0,0,0,0,0,0,"All creatures get -2/-2 until end of turn.\nMadness {2}{B} (If you discard this card, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.)"
SOI,Call the Bloodline,uncommon,{1}{B},B,Enchantment,0,0,0,0,0,0,0,0,"{1}, Discard a card: Create a 1/1 black Vampire Knight creature token with lifelink. Activate only once each turn."
SOI,Creeping Dread,uncommon,{3}{B},B,Enchantment,0,0,0,0,0,0,0,0,"At the beginning of your upkeep, each player discards a card. Each opponent who discarded a card that shares a card type with the card you discarded loses 3 life. (Players reveal the discarded cards simultaneously.)"
SOI,Crow of Dark Tidings,common,{2}{B},B,Creature,"Zombie, Bird",2,1,0,0,0,0,0,"Flying\nWhen Crow of Dark Tidings enters the battlefield or dies, mill two cards. (Put the top two cards of your library into your graveyard.)"
SOI,Dead Weight,common,{B},B,Enchantment,Aura,0,0,0,0,0,0,0,Enchant creature\nEnchanted creature gets -2/-2.
SOI,Diregraf Colossus,rare,{2}{B},B,Creature,"Zombie, Giant",2,2,0,0,0,0,0,"Diregraf Colossus enters the battlefield with a +1/+1 counter on it for each Zombie card in your graveyard.\nWhenever you cast a Zombie spell, create a tapped 2/2 black Zombie creature token."
SOI,Elusive Tormentor // Insidious Mist,rare,{2}{B}{B},"B, U",Creature,"Vampire, Wizard",4,4,0,0,0,0,0,"{1}, Discard a card: Transform Elusive Tormentor."
SOI,Elusive Tormentor // Insidious Mist,rare,0,"B, U",Creature,Elemental,0,1,0,0,0,0,0,"Hexproof, indestructible\nInsidious Mist can't block and can't be blocked.\nWhenever Insidious Mist attacks and isn't blocked, you may pay {2}{B}. If you do, transform it."
SOI,Ever After,rare,{4}{B}{B},B,Sorcery,0,0,0,0,0,0,0,0,Return up to two target creature cards from your graveyard to the battlefield. Each of those creatures is a black Zombie in addition to its other colors and types. Put Ever After on the bottom of its owner's library.
SOI,Farbog Revenant,common,{2}{B},B,Creature,Spirit,1,3,0,0,0,0,0,Skulk (This creature can't be blocked by creatures with greater power.)\nLifelink (Damage dealt by this creature also causes you to gain that much life.)
SOI,From Under the Floorboards,rare,{3}{B}{B},B,Sorcery,0,0,0,0,0,0,0,0,"Madness {X}{B}{B} (If you discard this card, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.)\nCreate three tapped 2/2 black Zombie creature tokens and you gain 3 life. If this spell's madness cost was paid, instead create X of those tokens and you gain X life."
SOI,Ghoulcaller's Accomplice,common,{1}{B},B,Creature,"Human, Rogue",2,2,0,0,0,0,0,"{3}{B}, Exile Ghoulcaller's Accomplice from your graveyard: Create a 2/2 black Zombie creature token. Activate only as a sorcery."
SOI,Ghoulsteed,uncommon,{4}{B},B,Creature,"Zombie, Horse",4,4,0,0,0,0,0,"{2}{B}, Discard two cards: Return Ghoulsteed from your graveyard to the battlefield tapped."
SOI,Gisa's Bidding,uncommon,{2}{B}{B},B,Sorcery,0,0,0,0,0,0,0,0,"Create two 2/2 black Zombie creature tokens.\nMadness {2}{B} (If you discard this card, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.)"
SOI,Grotesque Mutation,common,{1}{B},B,Instant,0,0,0,0,0,0,0,0,Target creature gets +3/+1 and gains lifelink until end of turn. (Damage dealt by the creature also causes its controller to gain that much life.)
SOI,Heir of Falkenrath // Heir to the Night,uncommon,{1}{B},B,Creature,Vampire,2,1,0,0,0,0,0,Discard a card: Transform Heir of Falkenrath. Activate only once each turn.
SOI,Heir of Falkenrath // Heir to the Night,uncommon,0,B,Creature,"Vampire, Berserker",3,2,0,0,0,0,0,Flying
SOI,Hound of the Farbogs,common,{4}{B},B,Creature,"Zombie, Dog",5,3,0,0,0,0,0,Delirium — Hound of the Farbogs has menace as long as there are four or more card types among cards in your graveyard. (A creature with menace can't be blocked except by two or more creatures.)
SOI,Indulgent Aristocrat,uncommon,{B},B,Creature,"Vampire, Noble",1,1,0,0,0,0,0,"Lifelink\n{2}, Sacrifice a creature: Put a +1/+1 counter on each Vampire you control."
SOI,Kindly Stranger // Demon-Possessed Witch,uncommon,{2}{B},B,Creature,Human,2,3,0,0,0,0,0,Delirium — {2}{B}: Transform Kindly Stranger. Activate only if there are four or more card types among cards in your graveyard.
SOI,Kindly Stranger // Demon-Possessed Witch,uncommon,0,B,Creature,"Human, Shaman",4,3,0,0,0,0,0,"When this creature transforms into Demon-Possessed Witch, you may destroy target creature."
