setCode,name,rarity,manaCost,colorIdentity,types,subtypes,power,toughness,quantity,nm,lp,p,foil,text
NEO,"Ao, the Dawn Sky",mythic,{3}{W}{W},W,Creature,"Dragon, Spirit",5,4,0,0,0,0,0,"Flying, vigilance\nWhen Ao, the Dawn Sky dies, choose one —\n• Look at the top seven cards of your library. Put any number of nonland permanent cards with total mana value 4 or less from among them onto the battlefield. Put the rest on the bottom of your library in a random order.\n• Put two +1/+1 counters on each permanent you control that's a creature or Vehicle."
NEO,Automated Artificer,common,{2},0,"Artifact, Creature",Artificer,1,3,0,0,0,0,0,{T}: Add {C}. Spend this mana only to activate an ability or cast an artifact spell.
NEO,Armguard Familiar,common,{1}{U},U,"Artifact, Creature","Equipment, Beast",2,1,0,0,0,0,0,"Ward {2} (Whenever this creature becomes the target of a spell or ability an opponent controls, counter it unless that player pays {2}.)\nEquipped creature gets +2/+1 and has ward {2}.\nReconfigure {4} ({4}: Attach to target creature you control; or unattach from a creature. Reconfigure only as a sorcery. While attached, this isn't a creature.)"
NEO,A-Thousand-Faced Shadow,rare,{U},U,Creature,"Human, Ninja",1,1,0,0,0,0,0,"Ninjutsu {2}{U} ({2}{U}, Return an unblocked attacker you control to hand: Put this card onto the battlefield from your hand tapped and attacking.)\nFlying\nWhen Thousand-Faced Shadow enters the battlefield from your hand, if it's attacking, create a token that's a copy of another target attacking creature. The token enters the battlefield tapped and attacking."
NEO,Awakened Awareness,uncommon,{X}{U}{U},U,Enchantment,Aura,0,0,0,0,0,0,0,"Enchant artifact or creature\nWhen Awakened Awareness enters the battlefield, put X +1/+1 counters on enchanted permanent.\nAs long as enchanted permanent is a creature, it has base power and toughness 1/1."
NEO,Behold the Unspeakable // Vision of the Unspeakable,uncommon,{3}{U}{U},U,Enchantment,Saga,0,0,0,0,0,0,0,"(As this Saga enters and after your draw step, add a lore counter.)\nI — Creatures you don't control get -2/-0 until your next turn.\nII — If you have one or fewer cards in hand, draw four cards. Otherwise, scry 2, then draw two cards.\nIII — Exile this Saga, then return it to the battlefield transformed under your control."
NEO,Covert Technician,uncommon,{2}{U},U,"Artifact, Creature","Human, Ninja",2,4,0,0,0,0,0,"Ninjutsu {1}{U} ({1}{U}, Return an unblocked attacker you control to hand: Put this card onto the battlefield from your hand tapped and attacking.)\nWhenever Covert Technician deals combat damage to a player, you may put an artifact card with mana value less than or equal to that damage from your hand onto the battlefield."
NEO,Discover the Impossible,uncommon,{2}{U},U,Instant,0,0,0,0,0,0,0,0,"Look at the top five cards of your library. Exile one of them face down and put the rest on the bottom of your library in a random order. You may cast the exiled card without paying its mana cost if it's an instant spell with mana value 2 or less. If you don't, put that card into your hand."
NEO,Disruption Protocol,common,{U}{U},U,Instant,0,0,0,0,0,0,0,0,"As an additional cost to cast this spell, tap an untapped artifact you control or pay {1}.\nCounter target spell."
NEO,Essence Capture,uncommon,{U}{U},U,Instant,0,0,0,0,0,0,0,0,Counter target creature spell. Put a +1/+1 counter on up to one target creature you control.
NEO,Futurist Operative,uncommon,{3}{U},U,Creature,"Human, Ninja",3,4,0,0,0,0,0,"As long as Futurist Operative is tapped, it's a Human Citizen with base power and toughness 1/1 and can't be blocked.\n{2}{U}: Untap Futurist Operative."
NEO,Futurist Sentinel,common,{3}{U},U,Artifact,Vehicle,6,6,0,0,0,0,0,Crew 3 (Tap any number of creatures you control with total power 3 or more: This Vehicle becomes an artifact creature until end of turn.)
NEO,"Hidetsugu, Devouring Chaos",rare,{3}{B},"B, R",Creature,"Ogre, Demon",4,4,0,0,0,0,0,"{B}, Sacrifice a creature: Scry 2.\n{2}{R}, {T}: Exile the top card of your library. You may play that card this turn. When you exile a nonland card this way, Hidetsugu, Devouring Chaos deals damage equal to the exiled card's mana value to any target."
NEO,Kami of Terrible Secrets,common,{3}{B},B,Creature,Spirit,3,4,0,0,0,0,0,"When Kami of Terrible Secrets enters the battlefield, if you control an artifact and an enchantment, you draw a card and you gain 1 life."
NEO,Undercity Scrounger,common,{2}{B},B,"Artifact, Creature","Human, Rogue",1,4,0,0,0,0,0,"{T}: Create a Treasure token. Activate only if a creature died this turn. (It's an artifact with ""{T}, Sacrifice this artifact: Add one mana of any color."")"
NEO,Akki Ember-Keeper,common,{1}{R},R,"Enchantment, Creature","Goblin, Warrior",2,1,0,0,0,0,0,"Whenever a nontoken modified creature you control dies, create a 1/1 colorless Spirit creature token. (Equipment, Auras you control, and counters are modifications.)"
NEO,Akki Ronin,common,{1}{R},R,Creature,"Goblin, Samurai",1,3,0,0,0,0,0,"Whenever a Samurai or Warrior you control attacks alone, you may discard a card. If you do, draw a card."
NEO,Akki War Paint,common,{R},R,Enchantment,Aura,0,0,0,0,0,0,0,"Enchant artifact or creature\nAs long as enchanted permanent is a creature, it gets +2/+1."
NEO,Bearer of Memory,common,{2}{G},G,"Enchantment, Creature","Human, Monk",3,2,0,0,0,0,0,{5}{G}: Put a +1/+1 counter on target enchantment creature. It gains trample until end of turn.
NEO,Blossom Prancer,uncommon,{3}{G}{G},G,Creature,Spirit,4,4,0,0,0,0,0,"Reach\nWhen Blossom Prancer enters the battlefield, look at the top five cards of your library. You may reveal a creature or enchantment card from among them and put it into your hand. Put the rest on the bottom of your library in a random order. If you didn't put a card into your hand this way, you gain 4 life."
NEO,Boon of Boseiju,uncommon,{1}{G},G,Instant,0,0,0,0,0,0,0,0,"Target creature gets +X/+X until end of turn, where X is the greatest mana value among permanents you control. Untap it."
NEO,"Hinata, Dawn-Crowned",rare,{1}{U}{R}{W},"R, U, W",Creature,"Kirin, Spirit",4,4,0,0,0,0,0,"Flying, trample\nSpells you cast cost {1} less to cast for each target.\nSpells your opponents cast cost {1} more to cast for each target."
NEO,"Isshin, Two Heavens as One",rare,{R}{W}{B},"B, R, W",Creature,"Human, Samurai",3,4,0,0,0,0,0,"If a creature attacking causes a triggered ability of a permanent you control to trigger, that ability triggers an additional time."
NEO,"Kotose, the Silent Spider",rare,{3}{U}{B},"B, U",Creature,"Human, Ninja",4,4,0,0,0,0,0,"When Kotose, the Silent Spider enters the battlefield, exile target card other than a basic land card from an opponent's graveyard. Search that player's graveyard, hand, and library for any number of cards with the same name as that card and exile them. Then that player shuffles. For as long as you control Kotose, you may play one of the exiled cards, and you may spend mana as though it were mana of any color to cast it."
NEO,"Naomi, Pillar of Order",uncommon,{3}{W}{B},"B, W",Creature,"Human, Advisor",4,4,0,0,0,0,0,"Whenever Naomi, Pillar of Order enters the battlefield or attacks, if you control an artifact and an enchantment, create a 2/2 white Samurai creature token with vigilance."
NEO,Prodigy's Prototype,uncommon,{1}{W}{U},"U, W",Artifact,Vehicle,3,4,0,0,0,0,0,"Whenever one or more Vehicles you control attack, create a 1/1 colorless Pilot creature token with ""This creature crews Vehicles as though its power were 2 greater.""\nCrew 2 (Tap any number of creatures you control with total power 2 or more: This Vehicle becomes an artifact creature until end of turn.)"
NEO,"A-Raiyuu, Storm's Edge",rare,{2}{R}{W},"R, W",Creature,"Human, Samurai",4,4,0,0,0,0,0,"First strike\nWhenever a Samurai or Warrior you control attacks alone, untap it. If it's the first combat phase of the turn, there is an additional combat phase after this phase."
NEO,Satoru Umezawa,rare,{1}{U}{B},"B, U",Creature,"Human, Ninja",2,4,0,0,0,0,0,"Whenever you activate a ninjutsu ability, look at the top three cards of your library. Put one of them into your hand and the rest on the bottom of your library in any order. This ability triggers only once each turn.\nEach creature card in your hand has ninjutsu {2}{U}{B}."
NEO,A-Satoru Umezawa,rare,{1}{U}{B},"B, U",Creature,"Human, Ninja",3,4,0,0,0,0,0,"Whenever you activate a ninjutsu ability, look at the top three cards of your library. Put one of them into your hand and the rest on the bottom of your library in any order. This ability triggers only once each turn.\nEach creature card in your hand has ninjutsu {1}{U}{B}."
NEO,Banishing Slash,uncommon,{W}{W},W,Sorcery,0,0,0,0,0,0,0,0,"Destroy up to one target artifact, enchantment, or tapped creature. Then if you control an artifact and an enchantment, create a 2/2 white Samurai creature token with vigilance."
NEO,Befriending the Moths // Imperial Moth,common,{3}{W},W,Enchantment,Saga,0,0,0,0,0,0,0,"(As this Saga enters and after your draw step, add a lore counter.)\nI, II — Target creature you control gets +1/+1 and gains flying until end of turn.\nIII — Exile this Saga, then return it to the battlefield transformed under your control."
NEO,Blade-Blizzard Kitsune,uncommon,{2}{W},W,Creature,"Fox, Ninja",2,2,0,0,0,0,0,"Ninjutsu {3}{W} ({3}{W}, Return an unblocked attacker you control to hand: Put this card onto the battlefield from your hand tapped and attacking.)\nDouble strike"
NEO,Born to Drive,uncommon,{2}{W},W,Enchantment,Aura,0,0,0,0,0,0,0,"Enchant artifact or creature\nAs long as enchanted permanent is a creature, it gets +1/+1 for each creature and/or Vehicle you control.\nChannel — {2}{W}, Discard Born to Drive: Create two 1/1 colorless Pilot creature tokens with ""This creature crews Vehicles as though its power were 2 greater."""
NEO,Brilliant Restoration,rare,{3}{W}{W}{W}{W},W,Sorcery,0,0,0,0,0,0,0,0,Return all artifact and enchantment cards from your graveyard to the battlefield.
NEO,Bronze Cudgels,uncommon,{1},0,Artifact,Equipment,0,0,0,0,0,0,0,"{2}: Until end of turn, equipped creature gets +X/+0, where X is the number of times this ability has resolved this turn.\nEquip {1} ({1}: Attach to target creature you control. Equip only as a sorcery.)"
NEO,"Kyodai, Soul of Kamigawa",rare,{3}{W},"B, G, R, U, W",Creature,"Dragon, Spirit",3,3,0,0,0,0,0,"Flash\nFlying\nWhen Kyodai, Soul of Kamigawa enters the battlefield, another target permanent gains indestructible for as long as you control Kyodai.\n{W}{U}{B}{R}{G}: Kyodai gets +5/+5 until end of turn."
NEO,Brute Suit,common,{3},0,Artifact,Vehicle,4,3,0,0,0,0,0,Vigilance\nCrew 1 (Tap any number of creatures you control with total power 1 or more: This Vehicle becomes an artifact creature until end of turn.)
NEO,Go-Shintai of Lost Wisdom,uncommon,{1}{U},U,"Enchantment, Creature",Shrine,0,4,0,0,0,0,0,"Flying\nAt the beginning of your end step, you may pay {1}. When you do, target player mills X cards, where X is the number of Shrines you control. (To mill a card, a player puts the top card of their library into their graveyard.)"
NEO,Guardians of Oboro,common,{2}{U},U,Creature,"Moonfolk, Samurai",3,4,0,0,0,0,0,"Defender\nModified creatures you control can attack as though they didn't have defender. (Equipment, Auras you control, and counters are modifications.)"
NEO,"Tameshi, Reality Architect",rare,{2}{U},"U, W",Creature,"Moonfolk, Wizard",2,3,0,0,0,0,0,"Whenever one or more noncreature permanents are returned to hand, draw a card. This ability triggers only once each turn.\n{X}{W}, Return a land you control to its owner's hand: Return target artifact or enchantment card with mana value X or less from your graveyard to the battlefield. Activate only as a sorcery."
NEO,Biting-Palm Ninja,rare,{2}{B},B,Creature,"Human, Ninja",3,3,0,0,0,0,0,"Ninjutsu {2}{B}\nBiting-Palm Ninja enters the battlefield with a menace counter on it.\nWhenever Biting-Palm Ninja deals combat damage to a player, you may remove a menace counter from it. When you do, that player reveals their hand and you choose a nonland card from it. Exile that card."
NEO,Kami of Restless Shadows,common,{4}{B},B,Creature,Spirit,3,3,1,1,0,0,1,"When Kami of Restless Shadows enters the battlefield, choose one —\n• Return up to one target Ninja or Rogue creature card from your graveyard to your hand.\n• Put target creature card from your graveyard on top of your library."
NEO,Mukotai Soulripper,rare,{1}{B},B,Artifact,Vehicle,4,3,0,0,0,0,0,"Whenever Mukotai Soulripper attacks, you may sacrifice another artifact or creature. If you do, put a +1/+1 counter on Mukotai Soulripper and it gains menace until end of turn.\nCrew 2 (Tap any number of creatures you control with total power 2 or more: This Vehicle becomes an artifact creature until end of turn.)"
NEO,"Tatsunari, Toad Rider",rare,{2}{B},"B, G, U",Creature,"Human, Ninja",3,3,0,0,0,0,0,"Whenever you cast an enchantment spell, if you don't control a creature named Keimi, create Keimi, a legendary 3/3 black and green Frog creature token with ""Whenever you cast an enchantment spell, each opponent loses 1 life and you gain 1 life.""\n{1}{G/U}: Tatsunari, Toad Rider and target Frog you control can't be blocked this turn except by creatures with flying or reach."
NEO,Unforgiving One,uncommon,{2}{B},B,Creature,Spirit,2,3,0,0,0,0,0,"Menace (This creature can't be blocked except by two or more creatures.)\nWhenever Unforgiving One attacks, return target creature card with mana value X or less from your graveyard to the battlefield, where X is the number of modified creatures you control. (Equipment, Auras you control, and counters are modifications.)"
NEO,A-Kumano Faces Kakkazan // A-Etching of Kumano,uncommon,{R},R,Enchantment,Saga,0,0,0,0,0,0,0,"(As this Saga enters and after your draw step, add a lore counter.)\nI — Kumano Faces Kakkazan deals 1 damage to each opponent and each planeswalker they control.\nII — When you cast your next creature spell this turn, that creature enters the battlefield with an additional +1/+1 counter on it.\nIII — Exile this Saga, then return it to the battlefield transformed under your control."
NEO,Ambitious Assault,common,{2}{R},R,Instant,0,0,0,0,0,0,0,0,"Creatures you control get +2/+0 until end of turn. If you control a modified creature, draw a card. (Equipment, Auras you control, and counters are modifications.)"
NEO,A-Peerless Samurai,common,{1}{R},R,Creature,"Human, Samurai",2,1,0,0,0,0,0,"Menace (This creature can't be blocked except by two or more creatures.)\nWhenever a Samurai or Warrior you control attacks alone, the next spell you cast this turn costs {1} less to cast."
NEO,"Atsushi, the Blazing Sky",mythic,{2}{R}{R},R,Creature,"Dragon, Spirit",4,4,0,0,0,0,0,"Flying, trample\nWhen Atsushi, the Blazing Sky dies, choose one —\n• Exile the top two cards of your library. Until the end of your next turn, you may play those cards.\n• Create three Treasure tokens."
NEO,Bronzeplate Boar,uncommon,{2}{R},R,"Artifact, Creature","Equipment, Boar",3,2,0,0,0,0,0,"Trample\nEquipped creature gets +3/+2 and has trample.\nReconfigure {5} ({5}: Attach to target creature you control; or unattach from a creature. Reconfigure only as a sorcery. While attached, this isn't a creature.)"
NEO,Crackling Emergence,common,{1}{R},R,Enchantment,Aura,0,0,0,0,0,0,0,"Enchant land you control\nEnchanted land is a 3/3 red Spirit creature with haste. It's still a land.\nIf enchanted land would be destroyed, instead sacrifice Crackling Emergence and that land gains indestructible until end of turn."
NEO,Dragonspark Reactor,uncommon,{1}{R},R,Artifact,0,0,0,0,0,0,0,0,"Whenever Dragonspark Reactor or another artifact enters the battlefield under your control, put a charge counter on Dragonspark Reactor.\n{4}, Sacrifice Dragonspark Reactor: It deals damage equal to the number of charge counters on it to target player and that much damage to up to one target creature."
NEO,Boseiju Reaches Skyward // Branch of Boseiju,uncommon,{3}{G},G,Enchantment,Saga,0,0,0,0,0,0,0,"(As this Saga enters and after your draw step, add a lore counter.)\nI — Search your library for up to two basic Forest cards, reveal them, put them into your hand, then shuffle.\nII — Put up to one target land card from your graveyard on top of your library.\nIII — Exile this Saga, then return it to the battlefield transformed under your control."
NEO,"Boseiju, Who Endures",rare,0,G,Land,0,0,0,0,0,0,0,0,"{T}: Add {G}.\nChannel — {1}{G}, Discard Boseiju, Who Endures: Destroy target artifact, enchantment, or nonbasic land an opponent controls. That player may search their library for a land card with a basic land type, put it onto the battlefield, then shuffle. This ability costs {1} less to activate for each legendary creature you control."
NEO,Careful Cultivation,common,{2}{G},G,Enchantment,Aura,0,0,1,0,1,0,0,"Enchant artifact or creature\nAs long as enchanted permanent is a creature, it gets +1/+3 and has reach and ""{T}: Add {G}{G}.""\nChannel — {1}{G}, Discard Careful Cultivation: Create a 1/1 green Human Monk creature token with ""{T}: Add {G}."""
NEO,Coiling Stalker,common,{1}{G},G,Creature,"Snake, Ninja",2,1,0,0,0,0,0,"Ninjutsu {1}{G} ({1}{G}, Return an unblocked attacker you control to hand: Put this card onto the battlefield from your hand tapped and attacking.)\nWhenever Coiling Stalker deals combat damage to a player, put a +1/+1 counter on target creature you control that doesn't have a +1/+1 counter on it."
NEO,Commune with Spirits,common,{G},G,Sorcery,0,0,0,0,0,0,0,0,Look at the top four cards of your library. You may reveal an enchantment or land card from among them and put it into your hand. Put the rest on the bottom of your library in a random order.
NEO,Fade into Antiquity,common,{2}{G},G,Sorcery,0,0,0,0,0,0,0,0,Exile target artifact or enchantment.
NEO,Fang of Shigeki,common,{G},G,"Enchantment, Creature","Snake, Ninja",1,1,4,4,0,0,0,Deathtouch
NEO,Asari Captain,uncommon,{3}{R}{W},"R, W",Creature,"Human, Samurai",4,3,0,0,0,0,0,"Haste\nWhenever a Samurai or Warrior you control attacks alone, it gets +1/+0 until end of turn for each Samurai or Warrior you control."
NEO,"Greasefang, Okiba Boss",rare,{1}{W}{B},"B, W",Creature,"Rat, Pilot",4,3,0,0,0,0,0,"At the beginning of combat on your turn, return target Vehicle card from your graveyard to the battlefield. It gains haste. Return it to its owner's hand at the beginning of your next end step."
NEO,"Raiyuu, Storm's Edge",rare,{2}{R}{W},"R, W",Creature,"Human, Samurai",3,3,0,0,0,0,0,"First strike\nWhenever a Samurai or Warrior you control attacks alone, untap it. If it's the first combat phase of the turn, there is an additional combat phase after this phase."
NEO,"Risona, Asari Commander",rare,{1}{R}{W},"R, W",Creature,"Human, Samurai",3,3,0,0,0,0,0,"Haste\nWhenever Risona, Asari Commander deals combat damage to a player, if it doesn't have an indestructible counter on it, put an indestructible counter on it.\nWhenever combat damage is dealt to you, remove an indestructible counter from Risona."
NEO,"Satsuki, the Living Lore",rare,{G}{W},"G, W",Creature,"Human, Druid",1,3,0,0,0,0,0,"{T}: Put a lore counter on each Saga you control. Activate only as a sorcery.\nWhen Satsuki, the Living Lore dies, choose up to one —\n• Return target Saga or enchantment creature you control to its owner's hand.\n• Return target Saga card from your graveyard to your hand."
NEO,Circuit Mender,uncommon,{3},0,"Artifact, Creature",Insect,2,3,0,0,0,0,0,"When Circuit Mender enters the battlefield, you gain 2 life.\nWhen Circuit Mender leaves the battlefield, draw a card."
NEO,Cloudsteel Kirin,rare,{2}{W},W,"Artifact, Creature","Equipment, Kirin",3,2,0,0,0,0,0,"Flying\nEquipped creature has flying and ""You can't lose the game and your opponents can't win the game.""\nReconfigure {5} ({5}: Attach to target creature you control; or unattach from a creature. Reconfigure only as a sorcery. While attached, this isn't a creature.)"
NEO,Containment Construct,uncommon,{2},0,"Artifact, Creature",Construct,2,1,0,0,0,0,0,"Whenever you discard a card, you may exile that card from your graveyard. If you do, you may play that card this turn."
NEO,Dragonfly Suit,common,{2}{W},W,Artifact,Vehicle,3,2,0,0,0,0,0,Flying\nCrew 1 (Tap any number of creatures you control with total power 1 or more: This Vehicle becomes an artifact creature until end of turn.)
NEO,Dramatist's Puppet,common,{4},0,"Artifact, Creature",Construct,2,4,0,0,0,0,0,"When Dramatist's Puppet enters the battlefield, for each kind of counter on target permanent, put another counter of that kind on it or remove one from it."
NEO,Eater of Virtue,rare,{1},0,Artifact,Equipment,0,0,0,0,0,0,0,"Whenever equipped creature dies, exile it.\nEquipped creature gets +2/+0.\nAs long as a card exiled with Eater of Virtue has flying, equipped creature has flying. The same is true for first strike, double strike, deathtouch, haste, hexproof, indestructible, lifelink, menace, protection, reach, trample, and vigilance.\nEquip {1}"
NEO,Ecologist's Terrarium,common,{2},0,Artifact,0,0,0,0,0,0,0,0,"When Ecologist's Terrarium enters the battlefield, you may search your library for a basic land card, reveal it, put it into your hand, then shuffle.\n{2}, {T}, Sacrifice Ecologist's Terrarium: Put a +1/+1 counter on target creature. Activate only as a sorcery."
NEO,Eiganjo Exemplar,common,{1}{W},W,"Enchantment, Creature","Human, Samurai",2,1,0,0,0,0,0,"Whenever a Samurai or Warrior you control attacks alone, it gets +1/+1 until end of turn."
NEO,"Eiganjo, Seat of the Empire",rare,0,W,Land,0,0,0,0,0,0,0,0,"{T}: Add {W}.\nChannel — {2}{W}, Discard Eiganjo, Seat of the Empire: It deals 4 damage to target attacking or blocking creature. This ability costs {1} less to activate for each legendary creature you control."
NEO,Era of Enlightenment // Hand of Enlightenment,common,{1}{W},W,Enchantment,Saga,0,0,0,0,0,0,0,"(As this Saga enters and after your draw step, add a lore counter.)\nI — Scry 2.\nII — You gain 2 life.\nIII — Exile this Saga, then return it to the battlefield transformed under your control."
NEO,Farewell,rare,{4}{W}{W},W,Sorcery,0,0,0,1,1,0,0,1,Choose one or more —\n• Exile all artifacts.\n• Exile all creatures.\n• Exile all enchantments.\n• Exile all graveyards.
NEO,Golden-Tail Disciple,common,{2}{W},W,"Enchantment, Creature","Fox, Monk",2,3,0,0,0,0,0,Lifelink
NEO,Go-Shintai of Shared Purpose,uncommon,{3}{W},W,"Enchantment, Creature",Shrine,1,3,0,0,0,0,0,"Vigilance\nAt the beginning of your end step, you may pay {1}. If you do, create a 1/1 colorless Spirit creature token for each Shrine you control."
NEO,Inventive Iteration // Living Breakthrough,rare,{3}{U},U,Enchantment,Saga,0,0,0,0,0,0,0,"(As this Saga enters and after your draw step, add a lore counter.)\nI — Return up to one target creature or planeswalker to its owner's hand.\nII — Return an artifact card from your graveyard to your hand. If you can't, draw a card.\nIII — Exile this Saga, then return it to the battlefield transformed under your control."
NEO,Invoke the Winds,rare,{1}{U}{U}{U}{U},U,Sorcery,0,0,0,0,0,0,0,0,Gain control of target artifact or creature. Untap it.
NEO,Island,common,0,U,Land,Island,0,0,0,0,0,0,0,({T}: Add {U}.)
NEO,Chainflail Centipede,common,{2}{B},B,"Artifact, Creature","Equipment, Insect",2,2,0,0,0,0,0,"Whenever Chainflail Centipede or equipped creature attacks, it gets +2/+0 until end of turn.\nReconfigure {2} ({2}: Attach to target creature you control; or unattach from a creature. Reconfigure only as a sorcery. While attached, this isn't a creature.)"
NEO,Dockside Chef,uncommon,{B},B,"Enchantment, Creature","Human, Citizen",1,2,0,0,0,0,0,"{1}{B}, Sacrifice an artifact or creature: Draw a card."
NEO,Go-Shintai of Hidden Cruelty,uncommon,{3}{B},B,"Enchantment, Creature",Shrine,2,2,0,0,0,0,0,"Deathtouch\nAt the beginning of your end step, you may pay {1}. When you do, destroy target creature with toughness X or less, where X is the number of Shrines you control."
NEO,Gravelighter,uncommon,{2}{B},B,Creature,Spirit,2,2,0,0,0,0,0,"Flying\nWhen Gravelighter enters the battlefield, draw a card if a creature died this turn. Otherwise, each player sacrifices a creature."
NEO,Inkrise Infiltrator,common,{1}{B},B,Creature,"Human, Ninja",1,2,1,0,1,0,0,Flying\n{3}{B}: Inkrise Infiltrator gets +2/+2 until end of turn.
NEO,Leech Gauntlet,uncommon,{1}{B},B,"Artifact, Creature","Equipment, Leech",2,2,0,0,0,0,0,"Lifelink\nEquipped creature has lifelink.\nReconfigure {4} ({4}: Attach to target creature you control; or unattach from a creature. Reconfigure only as a sorcery. While attached, this isn't a creature.)"
NEO,Mukotai Ambusher,common,{3}{B},B,"Artifact, Creature","Rat, Ninja",3,2,0,0,0,0,0,"Ninjutsu {1}{B} ({1}{B}, Return an unblocked attacker you control to hand: Put this card onto the battlefield from your hand tapped and attacking.)\nLifelink"
NEO,"Nashi, Moon Sage's Scion",mythic,{1}{B}{B},B,Creature,"Rat, Ninja",3,2,0,0,0,0,0,"Ninjutsu {3}{B} ({3}{B}, Return an unblocked attacker you control to hand: Put this card onto the battlefield from your hand tapped and attacking.)\nWhenever Nashi, Moon Sage's Scion deals combat damage to a player, exile the top card of each player's library. Until end of turn, you may play one of those cards. If you cast a spell this way, pay life equal to its mana value rather than paying its mana cost."
